76561197998342817;1
76561197998610971;1
76561198020384484;12
76561198023236722;2
76561198025945821;1
76561198048173002;35
76561198049812692;2
76561198058726810;17
76561198071435265;38
76561198082706180;2
76561198092050531;25
76561198093481694;2
76561198103861175;27
76561198120206479;1
76561198137383013;1
76561198171871478;48
76561198194920537;32
76561198268183331;1
76561198433209583;1
76561198451028692;5
76561198859953425;1
76561198861433208;40
76561198864775445;1
456345435345345435;3
